Guideline,Recommendation.number,Paragraph,Recommendation,Agreement,Agreement.amended,Commission.agency,Publish.year,Topic.of.guideline,Other.high.level.evidence,individual_cr,cochrane_year,cochrane_first_year,cochrane_recommendation,Guideline_found,We_found,flag
G0001,39,4.3.2,If asthma control remains suboptimal after the addition of an inhaled longacting beta-2 agonist then the dose of inhaled steroids should be increased to 800 micrograms/day in adults or 400 micrograms/day in children (5-12 years) if not already on these doses.,2,1,BTS/SIGN,2009,Asthma,N,CD003274,2008,2002,This review strongly supports use of budesonide in chronic asthma.  |  Consensus guidelines for chronic asthma suggest titrating inhaled steroid dose to individual requirements. Evidence from this review of trials does not present a case for routine dose titration above 800 mcg/d.,FALSE,TRUE,all_ok
G0001,39,4.3.2,If asthma control remains suboptimal after the addition of an inhaled longacting beta-2 agonist then the dose of inhaled steroids should be increased to 800 micrograms/day in adults or 400 micrograms/day in children (5-12 years) if not already on these doses.,2,1,BTS/SIGN,2009,Asthma,N,CD003534,2008,2001,"We have not found evidence of a pronounced dose response in FEV1 with increasing doses of fluticasone. The number of studies contributing to our primary outcomes was low. At dose ratios of 1:2, there are statistically significant differences in favour of the higher dose in morning peak flow across the low dose range. The clinical impact of these differences is open to interpretation. | Patients with moderate disease achieve similar levels of asthma control on medium doses of fluticasone (400 to 500 µg/day) as they do on high doses (800 to 1000 µg/day). | More work in severe asthma would help to confirm that doses of FP above 500 µg/day confer greater benefit in this subgroup than doses of around 200 µg/day. In oral corticosteroid-dependent asthmatics, reductions in prednisolone requirement may be gained with FP 2000 µg/day.",FALSE,TRUE,all_ok
G0001,39,4.3.2,If asthma control remains suboptimal after the addition of an inhaled longacting beta-2 agonist then the dose of inhaled steroids should be increased to 800 micrograms/day in adults or 400 micrograms/day in children (5-12 years) if not already on these doses.,2,1,BTS/SIGN,2009,Asthma,N,CD002310,2007,2001,"Fluticasone given at half the daily dose of beclomethasone or budesonide leads to small improvements in measures of airway calibre, but it appears to have a higher risk of causing sore throat and when given at the same daily dose leads to increased hoarseness. There are concerns about adrenal suppression with Fluticasone given to children at doses greater than 400 mcg/day, but the randomised trials included in this review did not provide sufficient data to address this issue.",FALSE,TRUE,all_ok
G0001,39,4.3.2,If asthma control remains suboptimal after the addition of an inhaled longacting beta-2 agonist then the dose of inhaled steroids should be increased to 800 micrograms/day in adults or 400 micrograms/day in children (5-12 years) if not already on these doses.,2,1,BTS/SIGN,2009,Asthma,N,CD002738,2005,1999,"This review has quantified the efficacy of CFC-BDP and HFA-BDP in the treatment of chronic asthma and strongly supports its use. Current asthma guidelines recommend titration of dose to individual patient response, but the published data provide little support for dose titration above 400 mcg/d in patients with mild to moderate asthma | There are insufficient data to draw any conclusions concerning dose-response in people with severe asthma.",FALSE,TRUE,all_ok
G0001,40,4.4,If control remains inadequate on 400 micrograms daily of an inhaled steroid plus a long-acting beta-2 agonist  consider increasing inhaled steroids to 800 micrograms BDP/day,2,1,BTS/SIGN,2009,Asthma,Y,CD003274,2008,2002,This review strongly supports use of budesonide in chronic asthma.  |  Consensus guidelines for chronic asthma suggest titrating inhaled steroid dose to individual requirements. Evidence from this review of trials does not present a case for routine dose titration above 800 mcg/d.,FALSE,TRUE,all_ok
G0001,40,4.4,If control remains inadequate on 400 micrograms daily of an inhaled steroid plus a long-acting beta-2 agonist  consider increasing inhaled steroids to 800 micrograms BDP/day,2,1,BTS/SIGN,2009,Asthma,Y,CD003534,2008,2001,"We have not found evidence of a pronounced dose response in FEV1 with increasing doses of fluticasone. The number of studies contributing to our primary outcomes was low. At dose ratios of 1:2, there are statistically significant differences in favour of the higher dose in morning peak flow across the low dose range. The clinical impact of these differences is open to interpretation. | Patients with moderate disease achieve similar levels of asthma control on medium doses of fluticasone (400 to 500 µg/day) as they do on high doses (800 to 1000 µg/day). | More work in severe asthma would help to confirm that doses of FP above 500 µg/day confer greater benefit in this subgroup than doses of around 200 µg/day. In oral corticosteroid-dependent asthmatics, reductions in prednisolone requirement may be gained with FP 2000 µg/day.",FALSE,TRUE,all_ok
G0001,40,4.4,If control remains inadequate on 400 micrograms daily of an inhaled steroid plus a long-acting beta-2 agonist  consider increasing inhaled steroids to 800 micrograms BDP/day,2,1,BTS/SIGN,2009,Asthma,Y,CD002310,2007,2001,"Fluticasone given at half the daily dose of beclomethasone or budesonide leads to small improvements in measures of airway calibre, but it appears to have a higher risk of causing sore throat and when given at the same daily dose leads to increased hoarseness. There are concerns about adrenal suppression with Fluticasone given to children at doses greater than 400 mcg/day, but the randomised trials included in this review did not provide sufficient data to address this issue.",FALSE,TRUE,all_ok
G0001,40,4.4,If control remains inadequate on 400 micrograms daily of an inhaled steroid plus a long-acting beta-2 agonist  consider increasing inhaled steroids to 800 micrograms BDP/day,2,4,BTS/SIGN,2009,Asthma,Y,CD002738,2005,1999,"This review has quantified the efficacy of CFC-BDP and HFA-BDP in the treatment of chronic asthma and strongly supports its use. Current asthma guidelines recommend titration of dose to individual patient response, but the published data provide little support for dose titration above 400 mcg/d in patients with mild to moderate asthma | There are insufficient data to draw any conclusions concerning dose-response in people with severe asthma.",FALSE,TRUE,all_ok
G0001,41,4.4,If control remains inadequate on 400 micrograms daily of an inhaled steroid plus a long acting beta-2 agonist  consider leukotriene receptor antagonists,1,1,BTS/SIGN,2009,Asthma,Y,CD003133,2003,2001,"The addition of licensed doses of anti-leukotrienes to add-on therapy to inhaled glucocorticoids brings modest improvement in lung function. Although addition of anti-leukotrienes to inhaled glucocorticoids appears comparable to increasing the dose of inhaled steroids, the power of the review is insufficient to confirm the equivalence of both treatment options. Addition of anti-leukotrienes is associated with superior asthma control after glucocorticoid tapering; although the glucocorticoid-sparing effect cannot be quantified at present, it appears modest",FALSE,TRUE,all_ok
G0001,45,4.5.2,In children aged 5-12  consider very carefully before going above an inhaled steroid dose of 800 micrograms/day,1,1,BTS/SIGN,2009,Asthma,Y,CD003135,2008,2000,Doses of FP in the range 100-1000 mcg/day are effective. In most patients with mild-moderate asthma improvements with low dose FP are only a little less than those associated with high doses when compared with placebo. High dose FP appears to have worthwhile oral-corticosteroid reducing properties. FP use is accompanied by an increased likelihood of oropharyngeal side effects.,TRUE,TRUE,all_ok
G0001,45,4.5.2,In children aged 5-12  consider very carefully before going above an inhaled steroid dose of 800 micrograms/day,1,1,BTS/SIGN,2009,Asthma,Y,CD002738,2005,1999,"This review has quantified the efficacy of CFC-BDP and HFA-BDP in the treatment of chronic asthma and strongly supports its use. Current asthma guidelines recommend titration of dose to individual patient response, but the published data provide little support for dose titration above 400 mcg/d in patients with mild to moderate asthma | There are insufficient data to draw any conclusions concerning dose-response in people with severe asthma.",TRUE,TRUE,all_ok
G0001,45,4.5.2,In children aged 5-12  consider very carefully before going above an inhaled steroid dose of 800 micrograms/day,1,1,BTS/SIGN,2009,Asthma,Y,CD003274,2008,2002,This review strongly supports use of budesonide in chronic asthma.  |  Consensus guidelines for chronic asthma suggest titrating inhaled steroid dose to individual requirements. Evidence from this review of trials does not present a case for routine dose titration above 800 mcg/d.,FALSE,TRUE,all_ok
G0001,50,4.7.2,If exercise is a specific problem in patients taking inhaled steroids who are otherwise well controlled  consider adding chromones,1,1,BTS/SIGN,2009,Asthma,Y,CD002731,2008,2000,"No significant differences were evident between the effect of Nedocromil Sodium and Sodium Cromoglycate during the immediate post-exercise period in adults and children with EIB with regards to pulmonary function - specifically maximum percent decrease in FEV1, complete protection, clinical protection, or side effects",TRUE,FALSE,all_ok
G0001,50,4.7.2,If exercise is a specific problem in patients taking inhaled steroids who are otherwise well controlled  consider adding chromones,1,1,BTS/SIGN,2009,Asthma,Y,CD001183,2002,2002,Nedocromil sodium used before exercise reduces the severity and duration of exercise-induced bronchoconstriction. This effect appears to be more pronounced in people with severe exercise-induced bronchoconstriction.,FALSE,TRUE,all_ok
G0001,51,4.7.2,If exercise is a specific problem in patients taking inhaled steroids who are otherwise well controlled  consider adding chromones,1,3,BTS/SIGN,2009,Asthma,Y,CD002731,2008,2000,"No significant differences were evident between the effect of Nedocromil Sodium and Sodium Cromoglycate during the immediate post-exercise period in adults and children with EIB with regards to pulmonary function - specifically maximum percent decrease in FEV1, complete protection, clinical protection, or side effects",TRUE,FALSE,all_ok
G0001,51,4.7.2,If exercise is a specific problem in patients taking inhaled steroids who are otherwise well controlled  consider adding chromones,1,1,BTS/SIGN,2009,Asthma,Y,CD001183,2002,2002,Nedocromil sodium used before exercise reduces the severity and duration of exercise-induced bronchoconstriction. This effect appears to be more pronounced in people with severe exercise-induced bronchoconstriction.,FALSE,TRUE,all_ok
G0001,59,5.2.1,Children and adults with mild and moderate exacerbations of athma should be treated by pMDI  spacer with doses titrated according to clinical response,1,1,BTS/SIGN,2009,Asthma,Y,CD000052_V2_2006,2006,2003,Metered-dose inhalers with spacer produced outcomes that were at least equivalent to nebuliser delivery. Spacers may have some advantages compared to nebulisers for children with acute asthma,TRUE,FALSE,all_ok
G0001,60,5.2.1,Children and adults with mild and moderate exacerbations of athma should be treated by pMDI  spacer with doses titrated according to clinical respons,1,1,BTS/SIGN,2009,Asthma,Y,CD000052_V2_2006,2006,2003,Metered-dose inhalers with spacer produced outcomes that were at least equivalent to nebuliser delivery. Spacers may have some advantages compared to nebulisers for children with acute asthma,TRUE,FALSE,all_ok
G0001,61,5.2.2,In children aged 5-12  pMDI  spacer is as effective as any other hand held inhaler.,1,2,BTS/SIGN,2009,Asthma,Y,CD001491,2006,2001,"Budesonide in high dose delivered by the particular nebuliser used in the only double-blinded study that could be included in this review was more effective than budesonide 1600 mcg via a large volume spacer. However, it is not clear whether this was an effect of nominal dose delivered or delivery system. Cost, compliance and patient preference are important determinants of clinical effectiveness that still require further assessment. Future studies are needed to evaluate the relative effectiveness of inhaled corticosteroids delivered by different combinations of nebuliser/compressor compared to holding chamber. Moreover, further studies assessing these delivery methods are needed in infants and pre-school children, as these are groups that are likely to be considered for treatment with nebulised corticosteroids.",FALSE,TRUE,all_ok
G0001,61,5.2.2,In children aged 5-12  pMDI  spacer is as effective as any other hand held inhaler.,1,1,BTS/SIGN,2009,Asthma,Y,CD002158,2002,2002,"In patients with stable asthma, short-acting beta-2 bronchodilators in standard CFC-pMDI's are as effective as any other devices | The effect of HFA-pMDI on requirement for oral corticosteroid courses to treat acute exacerbations should be confirmed. Effectiveness studies that use an intention-to-treat analysis are required.",FALSE,TRUE,all_ok
G0001,63,5.3,In children aged 5-12 years  pMDI  spacer is as effective as any DPI,1,1,BTS/SIGN,2009,Asthma,Y,CD001491,2006,2001,"Budesonide in high dose delivered by the particular nebuliser used in the only double-blinded study that could be included in this review was more effective than budesonide 1600 mcg via a large volume spacer. However, it is not clear whether this was an effect of nominal dose delivered or delivery system. Cost, compliance and patient preference are important determinants of clinical effectiveness that still require further assessment. Future studies are needed to evaluate the relative effectiveness of inhaled corticosteroids delivered by different combinations of nebuliser/compressor compared to holding chamber. Moreover, further studies assessing these delivery methods are needed in infants and pre-school children, as these are groups that are likely to be considered for treatment with nebulised corticosteroids.",TRUE,TRUE,all_ok
G0001,87,6.8.2,pMDI  spacer is the preferred option in mild to moderate asthma.,1,1,BTS/SIGN,2009,Asthma,N,CD000052_V2_2006,2006,2003,Metered-dose inhalers with spacer produced outcomes that were at least equivalent to nebuliser delivery. Spacers may have some advantages compared to nebulisers for children with acute asthma,TRUE,TRUE,all_ok
G0001,89,6.8.3,If symptoms are refractory to initial beta-2 agonist treatment  add ipratropium bromide. (250 mcg/dose mixed with the nebulised beta-2 agonist solution).,1,1,BTS/SIGN,2009,Asthma,N,CD000060,2000,2000,"A single dose of an anticholinergic agent is not effective for the treatment of mild and moderate exacerbations and is insufficient for the treatment of severe exacerbations | Adding multiple doses of anticholinergics to beta2 agonists appears safe, improves lung function and would avoid hospital admission in 1 of 12 such treated patients. | Although multiple doses should be preferred to single doses of anticholinergics, the available evidence only supports their use in school-aged children with severe asthma exacerbation. There is no conclusive evidence for using multiple doses of anticholinergics in children with mild or moderate exacerbations",TRUE,FALSE,all_ok
G0001,90,6.8.4,Give prednisolone early in the treatment of acute asthma attacks.,1,1,BTS/SIGN,2009,Asthma,Y,CD002178,2001,2001,"Use of corticosteroids within 1 hour of presentation to an Emergency Department significantly reduces the need for hospital admission in patients with acute asthma. Benefits appear greatest in patients with more severe asthma, and those not currently receiving steroids. Children appear to respond well to oral steroids.",TRUE,TRUE,all_ok
G0001,90,6.8.4,Give prednisolone early in the treatment of acute asthma attacks.,1,1,BTS/SIGN,2009,Asthma,Y,CD000195,2007,2000,"A short course of corticosteroids following assessment for an asthma exacerbation significantly reduces the number of relapses to additional care, hospitalizations and use of short-acting beta2-agonist without an apparent increase in side effects. Intramuscular and oral corticosteroids are both effective",TRUE,TRUE,all_ok
G0001,90,6.8.4,Give prednisolone early in the treatment of acute asthma attacks.,1,1,BTS/SIGN,2009,Asthma,Y,CD002886,2008,2003,Systemic corticosteroids produce some improvements for children admitted to hospital with acute asthma. The benefits may include earlier discharge and fewer relapses.  |  Inhaled or nebulised corticosteroids cannot be recommended as equivalent to systemic steroids at this time. Further studies examining differing doses and routes of administration for corticosteroids will clarify the optimal therapy.,FALSE,TRUE,all_ok
G0001,91,6.9.1,Consider early addition of a single bolus dose of intravenous salbutamol (15 mcg/kg over 10 minutes) in severe cases where the patient has not responded to initial inhaled therapy.,3,3,BTS/SIGN,2009,Asthma,Y,CD002988,2001,2001,There is no evidence to support the use of IV beta2-agonists in patients with severe acute asthma. | These drugs should be given by inhalation. No subgroups were identified in which the IV route should be considered.,TRUE,TRUE,all_ok
G0001,93,6.9.2,Consider aminophylline in a HDU or PICU setting for children with severe or life threatening bronchospasm unresponsive to maximal doses of bronchodilators plus steroids.,1,1,BTS/SIGN,2009,Asthma,Y,CD001276,2005,2000,"In children with a severe asthma exacerbation, the addition of intravenous aminophylline to ß2-agonists and glucocorticoids (with or without anticholinergics) improves lung function within 6 hours of treatment. However there is no apparent reduction in symptoms, number of nebulised treatment and length of hospital stay. There is insufficient evidence to assess the impact on oxygenation, PICU admission and mechanical ventilation. Aminophylline is associated with a significant increased risk of vomiting.",FALSE,TRUE,all_ok
G0001,94,6.11.1,For mild to moderate acute asthma  a pMDI  spacer is the optimal drug delivery device.,1,1,BTS/SIGN,2009,Asthma,N,CD000052_V2_2006,2006,2003,Metered-dose inhalers with spacer produced outcomes that were at least equivalent to nebuliser delivery. Spacers may have some advantages compared to nebulisers for children with acute asthma,FALSE,TRUE,all_ok
